number,handle name,handle ID,tweet,tweet time,retweet count,likes count 
182,Bernadette A. Denis,BernadetteADeni,@JustinTrudeau @ninelocksbrew @DarrenFisherNS @BernJordanMP C'est admirable de voir le sens de solidarité des gens å Halifax pendant une telle tragédie.,2019-02-22 00:35:26,1,1
183,halifaxnoise,halifaxnoise,"RT @mrstopviolence: Me - ""Hey PM @JustinTrudeau my name's Quentrel Provo and I'm going to be Canada's 1st Black Prime Minister"" PM's response - ""Just let me get in a few more terms."" Haha okay deal and we shake on it! #halifax #Dartmouth #NovaScotia #cdnpoli #nspoli #BlackHistoryMonth https://t.co/Fg9WHN44iu",2019-02-22 00:35:09,35,0
184,The Star Halifax,thestarhalifax,"Tragedies like the fatal fire in Spryfield take a huge toll on first responders, and they’re expressing gratitude for an outpouring of support. https://t.co/lLGmOO3wJu",2019-02-22 00:35:03,7,13
185,Corvak,Corvak,"RT @AndyFillmoreHFX: Lots of businesses in #Halifax are donating profits to the Barho family this week.

Here is a THREAD of the ones I know about – please flag any others and I'll add.",2019-02-22 00:33:42,91,0
186,Nicole Blinn,nicblinn,"RT @ourfoodproject: In Halifax, healthy eating isn't always easy or affordable. We all have a role to play in shaping the future of food in our communities. 

Learn more and take action at https://t.co/9HdBMDO7ub #hfxfoodcharter #NSPoli https://t.co/i1KK2CD4Bj",2019-02-22 00:33:34,6,0
187,Wesley Coughlan,WesleyCoughlan,"RT @Global_NB: The prime minister says they are ""looking at what can be done within our system to give this family a little solace at a time of unbelievable tragedy."" https://t.co/RaIimumtNy #Halifax #Barho",2019-02-22 00:32:14,1,0
188,Wesley Coughlan,WesleyCoughlan,"RT @Global_NB: A GoFundMe campaign had raised roughly $438,000 by midday Thursday, with a $1-million goal. 
https://t.co/untXEKa1zE",2019-02-22 00:32:07,3,0
189,Trina Roache,TrinaRoache,"RT @thismagazine: Looking forward to our We Need To Talk About This event in Halifax next Wednesday (Feb 27th) at @BusStopTheatre and featuring @ArielleTwist, @HalEAtwood, @TrinaRoache and @SandraHannebohm https://t.co/JgcWyBRQBR",2019-02-22 00:31:28,3,0
190,Nancy,SmithNancy19,"RT @jill_saulnier: My heart is so sad for this family. This Go Fund Me continues to grow with outpouring support from across the world https://t.co/YhqWUlDTjG

https://t.co/cwnPm8HzD9",2019-02-22 00:30:53,7,0
191,Gail Sloane,gail_sloane,"RT @RadUrbanist: In face of tragedy, I’m reminded over and over again why I proudly call myself Iranian-Canadian. Thank you Halifax and Canada. https://t.co/QsO4b7JPT1",2019-02-22 00:30:38,1,0
192,Brett Ruskin,Brett_CBC,"The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history (now nearly a half-million dollars).
1. Humboltd Broncos
2. Halifax House Fire
3. Quebec Mosque Victims https://t.co/RGkvQgz7bs",2019-02-22 00:30:34,5,16
193,Gail Sloane,gail_sloane,"RT @jill_saulnier: My heart is so sad for this family. This Go Fund Me continues to grow with outpouring support from across the world https://t.co/YhqWUlDTjG

https://t.co/cwnPm8HzD9",2019-02-22 00:30:24,7,0
194,Melanie Barwick,MelanieBarwick,"RT @JustineDol: Are you a first-time mom?

Have you given birth in the past 2 months at the IWK Health Centre in Halifax?

If so, contact me! I am looking to interview you to get your input on a text message based postnatal education intervention that we are developing. Details in poster. https://t.co/h7XGblQoZC",2019-02-22 00:30:24,15,0
195,Robena Maclaren,RobenaMaclaren,RT @CanadianPM: Watch live: Prime Minister Justin Trudeau makes a roadway infrastructure announcement in Halifax. https://t.co/G1kUmjxr4H https://t.co/hwg44agMSD,2019-02-22 00:30:08,34,0
196,Patti Walker,pattimarathon,RT @SobeysNorthWind: Starting Sunday Feb 24th we will take part in Sensory Friendly Shopping from 6-7pm #NorthEnd #Halifax #Sobeys https://t.co/DmBZX5foZS,2019-02-22 00:29:44,28,0
197,ChemistInvestor,ChemistInvestor,"RT @AndyFillmoreHFX: Lots of businesses in #Halifax are donating profits to the Barho family this week.

Here is a THREAD of the ones I know about – please flag any others and I'll add.",2019-02-22 00:29:15,91,0
198,DR. C,Gobig6,"RT @lynesworld: Halifax, I just experienced something rare in my 25+ years of commuting. On my way home everyone was driving the appropriate speed for the conditions. No tailgating, no blowing by in the passing lane. It was a treat. Let's do more of that.",2019-02-22 00:29:11,2,0
199,Logan Campbell,LogManMaritimes,"RT @AtlCanCaper: Airing from 8:00-9:00PM Atlantic time, 8:30-9:30PM NFLD time! @CFXUradio @CKDU881FM @CCKC889 @chmaFM @CHSR979 @local1073fm @chmrmunradio @ncracanada #CapeBreton #Halifax #Dartmouth #NovaScotia #Fredericton #PEI #Charlottetown",2019-02-22 00:27:15,1,0
200,Mrs. Lloyd,MrsDLloyd,"RT @mrstopviolence: Me - ""Hey PM @JustinTrudeau my name's Quentrel Provo and I'm going to be Canada's 1st Black Prime Minister"" PM's response - ""Just let me get in a few more terms."" Haha okay deal and we shake on it! #halifax #Dartmouth #NovaScotia #cdnpoli #nspoli #BlackHistoryMonth https://t.co/Fg9WHN44iu",2019-02-22 00:27:02,35,0
201,In the East Coast,AtlCanCaper,"Airing from 8:00-9:00PM Atlantic time, 8:30-9:30PM NFLD time! @CFXUradio @CKDU881FM @CCKC889 @chmaFM @CHSR979 @local1073fm @chmrmunradio @ncracanada #CapeBreton #Halifax #Dartmouth #NovaScotia #Fredericton #PEI #Charlottetown",2019-02-22 00:26:52,1,0
202,Shireen Ali,Shireenaliott,"RT @AndyFillmoreHFX: Lots of businesses in #Halifax are donating profits to the Barho family this week.

Here is a THREAD of the ones I know about – please flag any others and I'll add.",2019-02-22 00:26:49,91,0
203,Glen J. Card,Glenjcard,"RT @Glenjcard: GJC #CTVNEWS #ctvpp  Hmm?? GUESS USING ""COUNTERFEIT COMMUNIST CHINESE MILITARY ELECTRONICS!!"" IN OUR GREAT  CANADIAN ARMED FORCES ISNT A COINCIDENCE EITHER????
No known link between fires aboard 2 Halifax-based navy ships | CBC News
https://t.co/1v7bJDdvoY",2019-02-22 00:26:33,2,0
204,M Read Sévigny,sevigny_michael,"@jybig61 Et on s’étonnera ensuite des commentaires qui étaient sur la publication Facebook de TVA Nouvelles à propos de l’incendie à Halifax. Publication que TVA a simplement retiré, plutôt que d’écrire à ses lecteurs à propos de ce genre de commentaire. Ils se sont tus.Qui ne dit mot ...",2019-02-22 00:26:20,0,0
205,Olga Radchenko,ORadchenko,"RT @AndyFillmoreHFX: Lots of businesses in #Halifax are donating profits to the Barho family this week.

Here is a THREAD of the ones I know about – please flag any others and I'll add.",2019-02-22 00:26:16,91,0
206,PRICEPalz - NS,PRICEPalz,"RT @100WomenHalifax: ""I slept and I dreamed that life is all joy. I woke and I saw that life is all service. I served and I saw that service is joy."" ~Kahlil Gibran #Quote #HistoryThursday #ThursdayThoughts #ThankfulThursday #Halifax #ThePowerOf100 https://t.co/9FSNrrrQwX",2019-02-22 00:25:44,2,0
207,Halifax Hurricanes,hfxhurricanes,"Four minutes into the second half, Halifax trails by 13.",2019-02-22 00:25:33,0,0
208,Brenda Shanahan,BShanahanLib,"RT @MPCelina: If you do one thing today, please RT this thread and help #Halifax help the #Barho family during this difficult time. Thank you @AndyFillmoreHFX https://t.co/aX224JMm4j",2019-02-22 00:25:18,16,0
209,Wesley Coughlan,WesleyCoughlan,"RT @Global_NB: The city of Edmundston, N.B., has joined Halifax in declaring a “climate emergency” and has stated it will continue to contribute to the fight against climate change. https://t.co/qYJJ28FOFV #NewBrunswick",2019-02-22 00:24:57,7,0
210,Jeremiah Wallace,HalifaxRealEst,"Looking to buy? Now might not be the best time. Looking to sell? Now might be your time! Check out the blog, get informed. https://t.co/ypKJ7mMAb4
#Halifax #RealEstate #RealEstateStats2019 https://t.co/BB2bhDIfQo",2019-02-22 00:24:12,0,0
211,Wesley Coughlan,WesleyCoughlan,"RT @Global_NB: Prime Minister Justin Trudeau drew supporters and protestors on Thursday as he offered a personal apology to a group of youths who were racially profiled while visiting Parliament. 
https://t.co/GAFMVImVO0",2019-02-22 00:23:57,1,0
212,Kenzie Gunn,kenziegunnmedia,RT @RWJBoon: Inspired by the Halifax businesses using the death of seven children as a marketing opportunity,2019-02-22 00:23:51,4,0
213,Jim Rennie,jimrennie22,RT @IrvingShipbuild: This afternoon Halifax Shipyard welders Antonia and Denise attended an #AfricanHeritageMonth celebration with @JustinTrudeau @AndyFillmoreHFX and @BernJordanMP https://t.co/YRGd2UOq6t,2019-02-22 00:23:42,4,0
214,Rob Billson,robbill,RT @GraystonThe: For those of us who have lived in Halifax for most of their lives &amp; who have always loved it but missed the things that other larger places have it’s so good to see these are now here &amp; increasing.Places to experience things which take you away from the crap of modern life &amp;,2019-02-22 00:23:30,2,0
215,TanCam,badchickn,"RT @DermaEnvy: DermaEnvy Skincare in both Halifax + Dartmouth will donate 100% of All Profits both in-clinic and Online Gift Card Sales Friday/Saturday Feb 22/23 to support The Barhos Family of Spryfield

Schedule appointment for Fri/Sat or purchase online Gift Card at https://t.co/pdasD5e4a2 https://t.co/VfrgbNIN96",2019-02-22 00:23:17,2,0
216,OttawaWestNepeanLibs,OWNFLA,"RT @JustinTrudeau: In times of tragedy, Canadians are there for each other. 
https://t.co/JgBeiLWHdV",2019-02-22 00:23:14,456,0
217,Julie Lyford,JulieLyford,"RT @JustinTrudeau: In times of tragedy, Canadians are there for each other. 
https://t.co/JgBeiLWHdV",2019-02-22 00:23:05,456,0
218,SYRIANS RISE UP,SyriansRISE_UP,"@hughey2000 @taniakaras @DGisSERIOUS Unfortunately, it gets worse.

Many fascists right wing nuts made fun of this on social media 

https://t.co/cBxlAMt8Zu",2019-02-22 00:21:55,0,0
219,Nicholas Baron,Nicholas_Baron,If your in the #Halifax area help out https://t.co/njos0nXxm0,2019-02-22 00:21:38,0,0
220,anthony,AnthonyBowson,RT @Julia04352962: RBS right at the bottom of the table.The worst bank out of the 16.I would never recommend anyone bank with RBS.They are completely lacking in honesty or fairness.  They will rob you of everything and walk away knowing the government will lie &amp; protect them https://t.co/c9OW2nQd0o,2019-02-22 00:21:29,16,0
221,MSA-AÉM | Canada,MSA_AEM,RT @Jessiemackay: Please support in any way you are able ‘Halifax House Fire Tragedy' -  https://t.co/VH8ShIhivo via @gofundme,2019-02-22 00:21:27,1,0
222,TABITHA + CO,tabithacompany,"RT @100WomenHalifax: ""I slept and I dreamed that life is all joy. I woke and I saw that life is all service. I served and I saw that service is joy."" ~Kahlil Gibran #Quote #HistoryThursday #ThursdayThoughts #ThankfulThursday #Halifax #ThePowerOf100 https://t.co/9FSNrrrQwX",2019-02-22 00:21:26,2,0
223,PARL,PARLevents,RT @HackmatackAward: 2 N.S. girls become published authors thanks to Halifax bookstore | CBC News https://t.co/ddGPRufjAk,2019-02-22 00:20:27,6,0
224,SYRIANS RISE UP,SyriansRISE_UP,"RT @taniakaras: Imagine escaping Syria, going through hell as a refugee, and making it to Canada...and then losing your 7 children aged 4 months to 14 years in a fire. My heart hurts for this family and their incredible loss. https://t.co/AHYt0eTwVs",2019-02-22 00:20:18,10,0
225,Nature Rules,BornThisWay1966,"RT @JustinTrudeau: In times of tragedy, Canadians are there for each other. 
https://t.co/JgBeiLWHdV",2019-02-22 00:20:05,456,0
226,MA Maritimes,meteoalerte_mar,"Halifax Intl Arpt (NS), Can 21/02/2019 19:00 -  faible neige https://t.co/qZ6m1rsrmk",2019-02-22 00:19:04,0,0
227,EatingMyPeaz,EatingMyPeaz,"RT @taniakaras: Imagine escaping Syria, going through hell as a refugee, and making it to Canada...and then losing your 7 children aged 4 months to 14 years in a fire. My heart hurts for this family and their incredible loss. https://t.co/AHYt0eTwVs",2019-02-22 00:18:50,10,0
228,Robena Maclaren,RobenaMaclaren,"RT @JustinTrudeau: In times of tragedy, Canadians are there for each other. 
https://t.co/JgBeiLWHdV",2019-02-22 00:18:41,456,0
229,Emilie M. 'Arshif,EmilieArshif,RT @nccm: Il n'y a pas d'islamophobie au Quebec... right?https://t.co/npmIUnuh2a,2019-02-22 00:18:38,7,0
230,Sean Hancock,Hanco1194,"@jdgsport They used to say Hell Hull and Halifax, now with JR it’s Hull Widnes and lucky escape Halifax!!!!! 37 years a supporter and never more ashamed! #COYV",2019-02-22 00:18:30,1,0
231,J,GabyJuarez,"RT @JustinTrudeau: In times of tragedy, Canadians are there for each other. 
https://t.co/JgBeiLWHdV",2019-02-22 00:18:17,456,0
232,Lisa WhittingtonHill,nerdygirly,"RT @thismagazine: Looking forward to our We Need To Talk About This event in Halifax next Wednesday (Feb 27th) at @BusStopTheatre and featuring @ArielleTwist, @HalEAtwood, @TrinaRoache and @SandraHannebohm https://t.co/JgcWyBRQBR",2019-02-22 00:17:55,3,0
233,(((ihsaan))),ihsaan,RT @nccm: Il n'y a pas d'islamophobie au Quebec... right?https://t.co/npmIUnuh2a,2019-02-22 00:17:51,7,0
234,Nancy Nicholls,nisobel,"RT @MPCelina: If you do one thing today, please RT this thread and help #Halifax help the #Barho family during this difficult time. Thank you @AndyFillmoreHFX https://t.co/aX224JMm4j",2019-02-22 00:17:50,16,0
235,This Magazine,thismagazine,"Looking forward to our We Need To Talk About This event in Halifax next Wednesday (Feb 27th) at @BusStopTheatre and featuring @ArielleTwist, @HalEAtwood, @TrinaRoache and @SandraHannebohm https://t.co/JgcWyBRQBR",2019-02-22 00:16:27,3,0
236,News SummedUp USA,summedupusa,"Teddy Bear Vigil #Bears4BarhoChildren Honours 7 Barho Kids Killed In Halifax Fire
 https://t.co/yzjH4Fgoxi",2019-02-22 00:16:04,0,1
237,Zack Metcalfe,Zack_Metcalfe,RT @HalifaxMagazine: Halifax hosts the next City Nature Challenge giving people a chance to reconnect with the world around them (and maybe push a few corporate logos out of their brains). @Zack_Metcalfe's latest for #HalifaxMagazine. https://t.co/uQi9NA2kE3 https://t.co/pgooGBX9ht,2019-02-22 00:15:55,1,0
238,Carol Doman,DomanCarol,@Devin_Heroux Halifax!,2019-02-22 00:15:24,0,1
239,Carol Doman,DomanCarol,@Devin_Heroux Halifax!,2019-02-22 00:15:24,0,1
240,In the East Coast,AtlCanCaper,RT @LogManMaritimes: @CFXUradio @CCKC889 @CKDU881FM @chmaFM @CHSR979 @local1073fm @chmrmunradio @ncracanada #Halifax #NovaScotia #PEI,2019-02-22 00:15:17,1,0
241,Logan Campbell,LogManMaritimes,@CFXUradio @CCKC889 @CKDU881FM @chmaFM @CHSR979 @local1073fm @chmrmunradio @ncracanada #Halifax #NovaScotia #PEI,2019-02-22 00:14:58,1,0
242,Scotia Fuels,ScotiaFuels,"With the cold Feb temperatures, your home heating system will be working hard to keep you and your family warm. The best way to prevent an empty oil tank is to sign up for automatic delivery. #HomeHeating #NovaScotia #Halifax 
https://t.co/DhV014D70o https://t.co/4gEiSkTVvw",2019-02-22 00:14:34,0,0
243,Gigi fière de la Résistance,eflorian10,"RT @AndyFillmoreHFX: Lots of businesses in #Halifax are donating profits to the Barho family this week.

Here is a THREAD of the ones I know about – please flag any others and I'll add.",2019-02-22 00:14:05,91,0
244,Skylark Lite,skylark_lite,"RT @RCMPNS: #Halifax District #RCMPNS seeks public's assistance locating
missing man #LowerSackville https://t.co/zy9MSdu6Rn https://t.co/CclZiZp31e",2019-02-22 00:14:02,17,0
245,Ecology Action Centre,EcologyAction,RT @JesseSharratt: Great to get to livestream the @EcologyAction Centre’s Better Building Series tonight at the Central Library! Check it out https://t.co/MKrxAiSzxS #GreenEconomy #NSpoli #Halifax https://t.co/2KCZOBv7zp,2019-02-22 00:12:55,1,0
246,"Thomas, the Reverend",tfernaays,@NLL @NLLcommish Can we get some clarification on whether the Knighthawks history and banners stay in Rochester or go to Halifax? Getting conflicting reports here...,2019-02-22 00:12:40,0,0
247,Debije Jules,DebiJules,RT @eperryinsights: @FionaScott73 @Prev_Justice @ACEAwareNation Talk to me Fiona. I'm in Halifax. We're starting to get a community through Twitter of interested Canadians. Canada definitely needs to get onboard with #ACEs. Let's connect.,2019-02-22 00:12:38,2,0
248,MSA-AÉM | Canada,MSA_AEM,"RT @kenthehr: In times of tragedy -- Canadians are there for one another. #cdnpoli #hfx

https://t.co/rppbmB0H6Z",2019-02-22 00:12:04,2,0
249,nsadopteeadvocacy,nsadopteeadvoc1,"On a lighter note, can someone invent a device to remove the stringy things from bananas. My 6 year old is requesting one. Can we add that to our list of requested changes to the Adoption Act? @NSLeg @nsgov @GaryBurrill #cdnpoli #nspoli #ChangeTheActNS #halifax @larochecbc",2019-02-22 00:12:04,0,0
250,Toni,toni_hyson,@YourMorning we were supposed to receive snow in Halifax today but I'm pretty sure it was coconut https://t.co/bqpThnBwlQ,2019-02-22 00:11:56,0,0
251,J Davdison-Chaput,jdavidsonchaput,"RT @fagstein: TVA Nouvelles deletes a Facebook post about a fire in Halifax that killed seven Syrian refugee children because it couldn’t handle the deluge of comments from people celebrating the deaths of those children. (But no, there’s no islamophobia in Quebec.) https://t.co/zvZDpKuomE",2019-02-22 00:11:53,259,0
252,Jesse Sharratt,JesseSharratt,Great to get to livestream the @EcologyAction Centre’s Better Building Series tonight at the Central Library! Check it out https://t.co/MKrxAiSzxS #GreenEconomy #NSpoli #Halifax https://t.co/2KCZOBv7zp,2019-02-22 00:10:47,1,2
253,Marie Marko,marie_marko,Trudeau draws protesters in Halifax as he apologizes for racial profiling incident on Parliament Hill https://t.co/PBxkBQiINh,2019-02-22 00:09:55,0,0
254,Nick (@hfxcantdrive),NickCnf,"RT @AndyFillmoreHFX: Lots of businesses in #Halifax are donating profits to the Barho family this week.

Here is a THREAD of the ones I know about – please flag any others and I'll add.",2019-02-22 00:09:55,91,0
255,Audrey,audreyling99,"RT @final8HFX: Looking for a place to stay in Halifax for @final8HFX ? Check out the fan block at the @HalifaxMarriott March 8th-10th! 
For reservations follow the link below! 
https://t.co/6YbsWb1Jlg
#ChampSZN https://t.co/aY4AMJ1fs0",2019-02-22 00:09:46,4,0
256,Francesca Dobbyn,Francesca__ah_,"Our hearts are broken

Teddy Bear Vigil #Bears4BarhoChildren Honours 7 Barho Kids Killed In Halifax Fire

https://t.co/L5ZtVdQLXm",2019-02-22 00:09:22,0,2
257,Com Sat Angel,Dartmouth_Diva,"RT @ourfoodproject: In Halifax, healthy eating isn't always easy or affordable. We all have a role to play in shaping the future of food in our communities. 

Learn more and take action at https://t.co/9HdBMDO7ub #hfxfoodcharter #NSPoli https://t.co/i1KK2CD4Bj",2019-02-22 00:09:18,6,0
258,WX Halifax,wc_halifax,Thu 20:00: Temp -5.3 C; Windchill -9; Humidity 91%; Press 100.7 kPa / falling.,2019-02-22 00:08:53,0,0
259,batmans fat hog,A_Rock_83,RT @RWJBoon: Inspired by the Halifax businesses using the death of seven children as a marketing opportunity,2019-02-22 00:08:51,4,0
260,Peg Johnson,PegEJohnson,Sending condolences and love to the Barho family. Our hearts are breaking in #Halifax #Bears4barhochildren https://t.co/ubqTzvNL95,2019-02-22 00:08:49,0,2
261,honeytree,honeytreeinvest,"RT @MPCelina: If you do one thing today, please RT this thread and help #Halifax help the #Barho family during this difficult time. Thank you @AndyFillmoreHFX https://t.co/aX224JMm4j",2019-02-22 00:08:43,16,0
262,Global Halifax,globalhalifax,RT @AlexanderQuon: PM comments on local businesses donating to #Barho family. #halifax https://t.co/itF6V8VrmW,2019-02-22 00:06:46,2,0
263,Nicole Simmons,nicosimmo,"Who’s joining me at Gahan tomorrow in support of the Barho family?
https://t.co/LtzCVqRwOd",2019-02-22 00:06:19,0,0
264,Chantel 2/12 | #ColdinLA,itsChantillyM,WHY DO NO ARTISTS I LIKE NEVER COME TO HALIFAX! ?,2019-02-22 00:06:08,0,0
265,monkeysandmore.com  CANADA,monkeysandmore,"A combined #novascotia and #newbrunswick Tartan scarf. Handmade in #Halifax by us. Choose any 2 #tartan we carry and make a scarf! 

Available in 6 foot standard or 5 foot infinity

$25 plus tax and FREE SHIPPING!

https://t.co/7yJ9gJol3V https://t.co/67WVFtTYEz",2019-02-22 00:05:55,0,0
266,Julia Purchase,JuliaPurchase_,"RT @AndyFillmoreHFX: Lots of businesses in #Halifax are donating profits to the Barho family this week.

Here is a THREAD of the ones I know about – please flag any others and I'll add.",2019-02-22 00:05:54,91,0
267,Montreal Informer,montrealinform,Premier François Legault calls racist comments about dead Halifax Syrian children ‘unacceptable’ https://t.co/6duthmS83G https://t.co/OpuzScPdLo,2019-02-22 00:05:49,0,0
268,Nasser,Nasser22820844,"RT @AmarAmarasingam: Hundreds of people, including Prime Minister Justin Trudeau, attended a vigil in downtown Halifax to mourn seven children of a Syrian refugee family who died in a house fire on Tuesday. https://t.co/YmaJnJeeJb",2019-02-22 00:05:31,17,0
269,Jacob Boon,RWJBoon,Inspired by the Halifax businesses using the death of seven children as a marketing opportunity,2019-02-22 00:05:28,4,32
270,The Star Halifax,thestarhalifax,"During a phone interview from Iowa about six weeks later, he told the Star that he continued to have the best interests of those employees at heart.
https://t.co/0ZsUfX9vsN",2019-02-22 00:05:06,0,0
271,forcat de la route,208Canning,Doubling down in Halifax on that one. https://t.co/h0IUYvGISI,2019-02-22 00:04:16,0,0
272,Halifax Hurricanes,hfxhurricanes,The Hurricanes gave up a 60-point half to the Island Storm. They trail by 17. Joel Kindred leads Halifax with 16 points. #HaliWeRise https://t.co/MCLdHYxRJj,2019-02-22 00:03:48,0,3
273,AtlanticTopEmployers,atlantic_canada,"Customer Service Associate: Crombie REIT (Halifax NS): ""have an exciting opportunity to join our team as a part-time Customer Service Associate based out of Scotia Square Mall. Reporting to..."" #AtlanticCanada NovaScotia eluta https://t.co/Qa7btByGXQ",2019-02-22 00:03:04,0,0
274,Calliope,CalliopeYYJ,"RT @BdcgLlc: RT @Nettasie: RT @CLSWESTINC: Come join us in Halifax this June 24-28, 2019 for the Leading Complex Systems executive retreat! Bring your complex projects into the learning environment rather than the other way around! https://t.co/pQYHEkoiSE @CalliopeYYJ @RRUExecEd #Systemsthi…",2019-02-22 00:02:44,1,0
275,Brad Smith,bradsmithNS_,RT @APECatlantic: Pre-dinner mingling at our Patron Dinner this evening in Halifax. Tonight’s event features guest speaker Pierre Cléroux from @bdc_ca. Thank you to dinner sponsor @Deloitte.  #AtlEcon #CdnEcon https://t.co/tX57h3mw2z,2019-02-22 00:02:41,1,0
276,brianj550@gmail.com,danegolf1960,"@ItalianHabsMike During strike in the '90's I trumpeted all Canadian NHL Halifax, Saskatoon too...take back our cup u guys south do what u want!",2019-02-22 00:02:40,0,0
277,Madeleine McKay,maddimckay,"RT @ourfoodproject: In Halifax, healthy eating isn't always easy or affordable. We all have a role to play in shaping the future of food in our communities. 

Learn more and take action at https://t.co/9HdBMDO7ub #hfxfoodcharter #NSPoli https://t.co/i1KK2CD4Bj",2019-02-22 00:02:11,6,0
278,lifestyle420ns,lifestyle420ns,How cannabis legalization caused an illegal weed boom https://t.co/THSXftyu2t,2019-02-22 00:02:07,0,0
279,nsadopteeadvocacy,nsadopteeadvoc1,Every elect/non elect member can be that positive change we in Nova Scotia deserve. Let's #ChangeTheActNS and stand tall in support of adult adoptees. No more silence no more excuses. #TickTock  #halifax #cdnpoli #nspoli @TwitCoast @nsgov @NSLeg @ZannLenore,2019-02-22 00:01:48,1,1
280,Chantal,93hockey4ever,"RT @PCoquereau: Les commentaires racistes, haineux, violents suite à l’incendie où des Syriens ont perdu la vie à Halifax.  Ceux qui les ont émis sont facilement repérables. Ils doivent être sévèrement sanctionnés.",2019-02-22 00:01:21,23,0
281,100+WomenHalifax,100WomenHalifax,"""I slept and I dreamed that life is all joy. I woke and I saw that life is all service. I served and I saw that service is joy."" ~Kahlil Gibran #Quote #HistoryThursday #ThursdayThoughts #ThankfulThursday #Halifax #ThePowerOf100 https://t.co/9FSNrrrQwX",2019-02-22 00:01:02,2,3
282,Daniel Chenette,boucheetoreil,"RT @JustinTrudeau: Dans les moments tragiques, les Canadiens sont là les uns pour les autres. 
https://t.co/PIzzC6Jk5k",2019-02-22 00:01:01,73,0
283,"Cynthia, VT",clhvelo,"RT @DavidLWindt: Studies suggest ""we’ve wiped out 60% of mammals, fish, birds and reptiles since 1970 ... As frightening as that is, the rate of insect extinction is eight times that of mammals, birds and reptiles.""
https://t.co/iZfexxbSao",2019-02-22 00:00:55,14,0
284,The Our Food Project,ourfoodproject,"In Halifax, healthy eating isn't always easy or affordable. We all have a role to play in shaping the future of food in our communities. 

Learn more and take action at https://t.co/9HdBMDO7ub #hfxfoodcharter #NSPoli https://t.co/i1KK2CD4Bj",2019-02-22 00:00:34,6,3
285,OneBallPirate,Oneballpirate,"RT @01ravenking: Anyone else getting worn with his tiresome platitudes?
Trudeau draws protesters in Halifax as he apologizes for racial profiling incident on Parliament Hill https://t.co/B9oYQ3UPeg",2019-02-22 00:00:28,4,0
286,Jared d’Entremont,jareddent1,"RT @hfxgov: Declared end time for the recent weather event: 6:30 p.m., Thursday, Feb. 21. Please remember that timelines for clearing streets and sidewalks begin once the weather event has ended. For detailed timelines visit: https://t.co/cT5pIrthM6",2019-02-22 00:00:01,2,0
287,Alexander Quon,AlexanderQuon,PM comments on local businesses donating to #Barho family. #halifax https://t.co/itF6V8VrmW,2019-02-21 23:59:42,2,6
288,Halifax Health Jobs,WorkatHalifax,"We're hiring! Click to apply: Unit Clerk/ED Technician - Deltona ED - https://t.co/4jgBBnSYAS #Deltona, FL",2019-02-21 23:58:49,0,0
289,Robert Speirs,speirsr,"MVA, car in ditch, Hwy 102, distance marker 31, outbound, Fall River, #Halifax NS Canada",2019-02-21 23:58:29,0,1
290,John Legate,johnqlegs,"RT @fagstein: TVA Nouvelles deletes a Facebook post about a fire in Halifax that killed seven Syrian refugee children because it couldn’t handle the deluge of comments from people celebrating the deaths of those children. (But no, there’s no islamophobia in Quebec.) https://t.co/zvZDpKuomE",2019-02-21 23:58:07,259,0
291,Tse Yin Lee,leetseyin,"RT @AmarAmarasingam: Hundreds of people, including Prime Minister Justin Trudeau, attended a vigil in downtown Halifax to mourn seven children of a Syrian refugee family who died in a house fire on Tuesday. https://t.co/YmaJnJeeJb",2019-02-21 23:58:07,17,0
292,Carlo Delgaudio,Cardel444,Premier François Legault calls racist comments about dead Halifax Syrian children ‘unacceptable’ https://t.co/y6qdPEW1zD,2019-02-21 23:58:04,0,0
293,The Opulent Couch,occupied_stall,"@EarlofHalifax Earl of Halifax is a dynamite guy, for the shoutout I’m gonna bake him a boysenberry pie.",2019-02-21 23:57:49,0,3
294,Jackie Addison,jackaddey,"RT @JobsCalderdale: Regional Health Partnerships Support Officer
Scale 5, £21,074 - £23,111 per annum
12 month fixed term contract
Halifax, West Yorkshire
#Jobs @WYHpartnership 

https://t.co/c6szvlL0BM",2019-02-21 23:57:48,1,0
295,hfxgov,hfxgov,"Declared end time for the recent weather event: 6:30 p.m., Thursday, Feb. 21. Please remember that timelines for clearing streets and sidewalks begin once the weather event has ended. For detailed timelines visit: https://t.co/cT5pIrthM6",2019-02-21 23:57:37,2,0
296,nsadopteeadvocacy,nsadopteeadvoc1,"By limiting access to information by using a closed system, we are negatively impacting adult adoptees from older generations. The excuses of the past no longer work. 
Let's #ChangeTheActNS @nsgov @NSLeg #nspoli #halifax #cdnpoli",2019-02-21 23:57:34,0,0
297,Nicole Simmons,nicosimmo,RT @RhondaBrown5: Even in the snow there is a lineup at @VandalDoughnuts Today all profits go to the #BarhoFamily #Halifax https://t.co/MyeXBn6p3H,2019-02-21 23:57:32,35,0
298,Lauren Scaravelli,Laurenscaravel1,"RT @halifaxnoise: From @natashapace — The Halifax House Fire campaign is now the second largest Canadian campaign, behind Humboldt Broncos.
.
A spokesperson for GoFundMe says there have been donors from every province in Canada as well as from around the world. In fact, p… https://t.co/vLQBRrEMWS https://t.co/TGnlka2czP",2019-02-21 23:56:25,8,0
299,DMart,DMart_82,"@awhspeed @ChemistryKit That’s legal in both Boston and Halifax, iirc",2019-02-21 23:56:03,0,0
